Model,postcode,date,Price Category,Value
Regressor,KY3 9YE,22/09/2024,Standard,61.46
Regressor,KY3 9YE,22/09/2024,Express 5,64.41
Regressor,KY3 9YE,22/09/2024,Express 3,66.59
Regressor,KY3 9YE,22/09/2024,Express 2,68.65
Regressor,KY3 9YE,22/09/2024,Emergency,79.05
Regressor,PE6 0QE,22/09/2024,Standard,55.97
Regressor,PE6 0QE,22/09/2024,Express 5,58.06
Regressor,PE6 0QE,22/09/2024,Express 3,61.49
Regressor,PE6 0QE,22/09/2024,Express 2,69.98
Regressor,PE6 0QE,22/09/2024,Emergency,91
Regressor,PH8 0HX,22/09/2024,Standard,69.32
Regressor,PH8 0HX,22/09/2024,Express 5,70.48
Regressor,PH8 0HX,22/09/2024,Express 3,67.28
Regressor,PH8 0HX,22/09/2024,Express 2,71.01
Regressor,PH8 0HX,22/09/2024,Emergency,72.39
Regressor,TF7 4QT,22/09/2024,Standard,56.19
Regressor,TF7 4QT,22/09/2024,Express 5,58.9
Regressor,TF7 4QT,22/09/2024,Express 3,59.19
Regressor,TF7 4QT,22/09/2024,Express 2,60.81
Regressor,TF7 4QT,22/09/2024,Emergency,63.54
Regressor,TF9 2QS,22/09/2024,Standard,56.24
Regressor,TF9 2QS,22/09/2024,Express 5,58.92
Regressor,TF9 2QS,22/09/2024,Express 3,60.08
Regressor,TF9 2QS,22/09/2024,Express 2,62.88
Regressor,TF9 2QS,22/09/2024,Emergency,65.54
Regressor,AB12 5YB,22/09/2024,Standard,66.52
Regressor,AB12 5YB,22/09/2024,Express 5,66.54
Regressor,AB12 5YB,22/09/2024,Express 3,70.85
Regressor,AB12 5YB,22/09/2024,Express 2,91.46
Regressor,AB12 5YB,22/09/2024,Emergency,91.2
Regressor,AB30 1XS,22/09/2024,Standard,72.74
Regressor,AB30 1XS,22/09/2024,Express 5,72.72
Regressor,AB30 1XS,22/09/2024,Express 3,75.91
Regressor,AB30 1XS,22/09/2024,Express 2,76.39
Regressor,AB30 1XS,22/09/2024,Emergency,81.69
Regressor,AB35 5SQ,22/09/2024,Standard,72.92
Regressor,AB35 5SQ,22/09/2024,Express 5,74.62
Regressor,AB35 5SQ,22/09/2024,Express 3,82.87
Regressor,AB35 5SQ,22/09/2024,Express 2,91.59
Regressor,AB35 5SQ,22/09/2024,Emergency,91.21
Regressor,CO10 9QZ,22/09/2024,Standard,56.13
Regressor,CO10 9QZ,22/09/2024,Express 5,61.48
Regressor,CO10 9QZ,22/09/2024,Express 3,70.97
Regressor,CO10 9QZ,22/09/2024,Express 2,84.63
Regressor,CO10 9QZ,22/09/2024,Emergency,89.83
Regressor,CV47 2FE,22/09/2024,Standard,67.91
Regressor,CV47 2FE,22/09/2024,Express 5,67.03
Regressor,CV47 2FE,22/09/2024,Express 3,85.64
Regressor,CV47 2FE,22/09/2024,Express 2,84.81
Regressor,CV47 2FE,22/09/2024,Emergency,87.54
Regressor,DD10 8DS,22/09/2024,Standard,83.33
Regressor,DD10 8DS,22/09/2024,Express 5,83.32
Regressor,DD10 8DS,22/09/2024,Express 3,82.58
Regressor,DD10 8DS,22/09/2024,Express 2,86.6
Regressor,DD10 8DS,22/09/2024,Emergency,88.51
Regressor,DN21 1GD,22/09/2024,Standard,57.1
Regressor,DN21 1GD,22/09/2024,Express 5,61.24
Regressor,DN21 1GD,22/09/2024,Express 3,70.7
Regressor,DN21 1GD,22/09/2024,Express 2,77.48
Regressor,DN21 1GD,22/09/2024,Emergency,90.63
Regressor,EH20 9PX,22/09/2024,Standard,59.14
Regressor,EH20 9PX,22/09/2024,Express 5,63.85
Regressor,EH20 9PX,22/09/2024,Express 3,64.91
Regressor,EH20 9PX,22/09/2024,Express 2,68
Regressor,EH20 9PX,22/09/2024,Emergency,78.81
Regressor,IP14 6QA,22/09/2024,Standard,56.68
Regressor,IP14 6QA,22/09/2024,Express 5,58.64
Regressor,IP14 6QA,22/09/2024,Express 3,60.63
Regressor,IP14 6QA,22/09/2024,Express 2,74.83
Regressor,IP14 6QA,22/09/2024,Emergency,79.95
Regressor,KY11 8GH,22/09/2024,Standard,61.53
Regressor,KY11 8GH,22/09/2024,Express 5,64.31
Regressor,KY11 8GH,22/09/2024,Express 3,66.62
Regressor,KY11 8GH,22/09/2024,Express 2,68.67
Regressor,KY11 8GH,22/09/2024,Emergency,79.05
Regressor,KY13 0QQ,22/09/2024,Standard,61.38
Regressor,KY13 0QQ,22/09/2024,Express 5,64.28
Regressor,KY13 0QQ,22/09/2024,Express 3,66.66
Regressor,KY13 0QQ,22/09/2024,Express 2,68.77
Regressor,KY13 0QQ,22/09/2024,Emergency,79.09
Regressor,LE15 9AR,22/09/2024,Standard,55.86
Regressor,LE15 9AR,22/09/2024,Express 5,60.63
Regressor,LE15 9AR,22/09/2024,Express 3,62.58
Regressor,LE15 9AR,22/09/2024,Express 2,64.59
Regressor,LE15 9AR,22/09/2024,Emergency,66.93
Regressor,LE65 1BR,22/09/2024,Standard,51.65
Regressor,LE65 1BR,22/09/2024,Express 5,52.1
Regressor,LE65 1BR,22/09/2024,Express 3,53.08
Regressor,LE65 1BR,22/09/2024,Express 2,55.35
Regressor,LE65 1BR,22/09/2024,Emergency,72.13
Regressor,LL13 0YT,22/09/2024,Standard,51.11
Regressor,LL13 0YT,22/09/2024,Express 5,53.15
Regressor,LL13 0YT,22/09/2024,Express 3,54.44
Regressor,LL13 0YT,22/09/2024,Express 2,54.72
Regressor,LL13 0YT,22/09/2024,Emergency,56.92
Regressor,LN13 9RB,22/09/2024,Standard,59.34
Regressor,LN13 9RB,22/09/2024,Express 5,75.57
Regressor,LN13 9RB,22/09/2024,Express 3,76.06
Regressor,LN13 9RB,22/09/2024,Express 2,77.5
Regressor,LN13 9RB,22/09/2024,Emergency,90.63
Regressor,LS22 4JF,22/09/2024,Standard,52.51
Regressor,LS22 4JF,22/09/2024,Express 5,53.75
Regressor,LS22 4JF,22/09/2024,Express 3,55.37
Regressor,LS22 4JF,22/09/2024,Express 2,55.92
Regressor,LS22 4JF,22/09/2024,Emergency,77.19
Regressor,NE18 0AD,22/09/2024,Standard,50.69
Regressor,NE18 0AD,22/09/2024,Express 5,53.25
Regressor,NE18 0AD,22/09/2024,Express 3,53.97
Regressor,NE18 0AD,22/09/2024,Express 2,55.09
Regressor,NE18 0AD,22/09/2024,Emergency,81
Regressor,NE19 1TR,22/09/2024,Standard,55.91
Regressor,NE19 1TR,22/09/2024,Express 5,55.69
Regressor,NE19 1TR,22/09/2024,Express 3,57.39
Regressor,NE19 1TR,22/09/2024,Express 2,60.33
Regressor,NE19 1TR,22/09/2024,Emergency,80.99
Regressor,NE61 1YD,22/09/2024,Standard,50.67
Regressor,NE61 1YD,22/09/2024,Express 5,52.99
Regressor,NE61 1YD,22/09/2024,Express 3,54.02
Regressor,NE61 1YD,22/09/2024,Express 2,55.17
Regressor,NE61 1YD,22/09/2024,Emergency,73.23
Regressor,NE66 2BR,22/09/2024,Standard,62.89
Regressor,NE66 2BR,22/09/2024,Express 5,63.85
Regressor,NE66 2BR,22/09/2024,Express 3,64.72
Regressor,NE66 2BR,22/09/2024,Express 2,69.1
Regressor,NE66 2BR,22/09/2024,Emergency,80.33
Regressor,NE71 6RJ,22/09/2024,Standard,63
Regressor,NE71 6RJ,22/09/2024,Express 5,62.47
Regressor,NE71 6RJ,22/09/2024,Express 3,66.77
Regressor,NE71 6RJ,22/09/2024,Express 2,67.69
Regressor,NE71 6RJ,22/09/2024,Emergency,71.24
Regressor,NG34 9JN,22/09/2024,Standard,57.72
Regressor,NG34 9JN,22/09/2024,Express 5,61.32
Regressor,NG34 9JN,22/09/2024,Express 3,63.91
Regressor,NG34 9JN,22/09/2024,Express 2,70.12
Regressor,NG34 9JN,22/09/2024,Emergency,74.31
Regressor,NR16 2FG,22/09/2024,Standard,55.68
Regressor,NR16 2FG,22/09/2024,Express 5,57.58
Regressor,NR16 2FG,22/09/2024,Express 3,63.29
Regressor,NR16 2FG,22/09/2024,Express 2,74.86
Regressor,NR16 2FG,22/09/2024,Emergency,79.96
Regressor,NR23 1AB,22/09/2024,Standard,57.98
Regressor,NR23 1AB,22/09/2024,Express 5,65.95
Regressor,NR23 1AB,22/09/2024,Express 3,70.55
Regressor,NR23 1AB,22/09/2024,Express 2,74.87
Regressor,NR23 1AB,22/09/2024,Emergency,79.99
Regressor,NR30 4AU,22/09/2024,Standard,55.72
Regressor,NR30 4AU,22/09/2024,Express 5,56.66
Regressor,NR30 4AU,22/09/2024,Express 3,58.27
Regressor,NR30 4AU,22/09/2024,Express 2,66.19
Regressor,NR30 4AU,22/09/2024,Emergency,79.97
Regressor,PE12 6BL,22/09/2024,Standard,54.64
Regressor,PE12 6BL,22/09/2024,Express 5,57.6
Regressor,PE12 6BL,22/09/2024,Express 3,60.74
Regressor,PE12 6BL,22/09/2024,Express 2,69.97
Regressor,PE12 6BL,22/09/2024,Emergency,91
Regressor,PE15 0BY,22/09/2024,Standard,56.62
Regressor,PE15 0BY,22/09/2024,Express 5,58.05
Regressor,PE15 0BY,22/09/2024,Express 3,61.58
Regressor,PE15 0BY,22/09/2024,Express 2,62.57
Regressor,PE15 0BY,22/09/2024,Emergency,66.29
Regressor,PE22 0RB,22/09/2024,Standard,56.49
Regressor,PE22 0RB,22/09/2024,Express 5,58.74
Regressor,PE22 0RB,22/09/2024,Express 3,61.98
Regressor,PE22 0RB,22/09/2024,Express 2,77.62
Regressor,PE22 0RB,22/09/2024,Emergency,78.64
Regressor,PE33 9NP,22/09/2024,Standard,55.71
Regressor,PE33 9NP,22/09/2024,Express 5,57.61
Regressor,PE33 9NP,22/09/2024,Express 3,61.79
Regressor,PE33 9NP,22/09/2024,Express 2,63.88
Regressor,PE33 9NP,22/09/2024,Emergency,64.59
Regressor,PE34 4PG,22/09/2024,Standard,55.67
Regressor,PE34 4PG,22/09/2024,Express 5,57.61
Regressor,PE34 4PG,22/09/2024,Express 3,61.76
Regressor,PE34 4PG,22/09/2024,Express 2,63.89
Regressor,PE34 4PG,22/09/2024,Emergency,64.59
Regressor,SY21 8SS,22/09/2024,Standard,56.26
Regressor,SY21 8SS,22/09/2024,Express 5,57.49
Regressor,SY21 8SS,22/09/2024,Express 3,59.33
Regressor,SY21 8SS,22/09/2024,Express 2,62.97
Regressor,SY21 8SS,22/09/2024,Emergency,63.92
Regressor,TD15 2TB,22/09/2024,Standard,59.04
Regressor,TD15 2TB,22/09/2024,Express 5,64.33
Regressor,TD15 2TB,22/09/2024,Express 3,60.37
Regressor,TD15 2TB,22/09/2024,Express 2,61.58
Regressor,TD15 2TB,22/09/2024,Emergency,63.12
Regressor,WR15 8TH,22/09/2024,Standard,56.05
Regressor,WR15 8TH,22/09/2024,Express 5,56.04
Regressor,WR15 8TH,22/09/2024,Express 3,87.76
Regressor,WR15 8TH,22/09/2024,Express 2,88.42
Regressor,WR15 8TH,22/09/2024,Emergency,88.78
Regressor,YO17 6YB,22/09/2024,Standard,56.6
Regressor,YO17 6YB,22/09/2024,Express 5,56.61
Regressor,YO17 6YB,22/09/2024,Express 3,57.17
Regressor,YO17 6YB,22/09/2024,Express 2,58
Regressor,YO17 6YB,22/09/2024,Emergency,81.66
Regressor,YO21 3SR,22/09/2024,Standard,52.8
Regressor,YO21 3SR,22/09/2024,Express 5,52.82
Regressor,YO21 3SR,22/09/2024,Express 3,53.56
Regressor,YO21 3SR,22/09/2024,Express 2,53.85
Regressor,YO21 3SR,22/09/2024,Emergency,75.92
Regressor,B461JQ,21/09/2024,Standard,50.78
Regressor,B461JQ,21/09/2024,Express 5,51.42
Regressor,B461JQ,21/09/2024,Express 3,54.44
Regressor,B461JQ,21/09/2024,Express 2,57.15
Regressor,B461JQ,21/09/2024,Emergency,63.3
Regressor,B95 5NN,21/09/2024,Standard,58.03
Regressor,B95 5NN,21/09/2024,Express 5,58.56
Regressor,B95 5NN,21/09/2024,Express 3,67.32
Regressor,B95 5NN,21/09/2024,Express 2,67.55
Regressor,B95 5NN,21/09/2024,Emergency,67.35
Regressor,CH2 1LE,21/09/2024,Standard,54.86
Regressor,CH2 1LE,21/09/2024,Express 5,56.72
Regressor,CH2 1LE,21/09/2024,Express 3,56.73
Regressor,CH2 1LE,21/09/2024,Express 2,57.02
Regressor,CH2 1LE,21/09/2024,Emergency,60.17
Regressor,CV2 1AA,21/09/2024,Standard,57.05
Regressor,CV2 1AA,21/09/2024,Express 5,63.57
Regressor,CV2 1AA,21/09/2024,Express 3,71.77
Regressor,CV2 1AA,21/09/2024,Express 2,72.14
Regressor,CV2 1AA,21/09/2024,Emergency,73.71
Regressor,DD8 1SJ,21/09/2024,Standard,81.41
Regressor,DD8 1SJ,21/09/2024,Express 5,83.33
Regressor,DD8 1SJ,21/09/2024,Express 3,82.83
Regressor,DD8 1SJ,21/09/2024,Express 2,86.73
Regressor,DD8 1SJ,21/09/2024,Emergency,88.61
Regressor,FK3 9UT,21/09/2024,Standard,57.55
Regressor,FK3 9UT,21/09/2024,Express 5,64.75
Regressor,FK3 9UT,21/09/2024,Express 3,67.29
Regressor,FK3 9UT,21/09/2024,Express 2,69.2
Regressor,FK3 9UT,21/09/2024,Emergency,73.81
Regressor,FK7 8HA,21/09/2024,Standard,67.91
Regressor,FK7 8HA,21/09/2024,Express 5,67.84
Regressor,FK7 8HA,21/09/2024,Express 3,71.85
Regressor,FK7 8HA,21/09/2024,Express 2,74.75
Regressor,FK7 8HA,21/09/2024,Emergency,78.65
Regressor,HU2 0LL,21/09/2024,Standard,57.16
Regressor,HU2 0LL,21/09/2024,Express 5,57.68
Regressor,HU2 0LL,21/09/2024,Express 3,58.21
Regressor,HU2 0LL,21/09/2024,Express 2,58.87
Regressor,HU2 0LL,21/09/2024,Emergency,90.63
Regressor,KY3 9YE,21/09/2024,Standard,61.23
Regressor,KY3 9YE,21/09/2024,Express 5,64.25
Regressor,KY3 9YE,21/09/2024,Express 3,66.58
Regressor,KY3 9YE,21/09/2024,Express 2,68.67
Regressor,KY3 9YE,21/09/2024,Emergency,79.04
Regressor,PE6 0QE,21/09/2024,Standard,56.37
Regressor,PE6 0QE,21/09/2024,Express 5,57.91
Regressor,PE6 0QE,21/09/2024,Express 3,61.8
Regressor,PE6 0QE,21/09/2024,Express 2,70.17
Regressor,PE6 0QE,21/09/2024,Emergency,91
Regressor,PH8 0HX,21/09/2024,Standard,67.27
Regressor,PH8 0HX,21/09/2024,Express 5,66.97
Regressor,PH8 0HX,21/09/2024,Express 3,67.41
Regressor,PH8 0HX,21/09/2024,Express 2,67.42
Regressor,PH8 0HX,21/09/2024,Emergency,67.25
Regressor,TF7 4QT,21/09/2024,Standard,56.1
Regressor,TF7 4QT,21/09/2024,Express 5,58.92
Regressor,TF7 4QT,21/09/2024,Express 3,59.61
Regressor,TF7 4QT,21/09/2024,Express 2,61.04
Regressor,TF7 4QT,21/09/2024,Emergency,63.46
Regressor,TF9 2QS,21/09/2024,Standard,56.1
Regressor,TF9 2QS,21/09/2024,Express 5,58.92
Regressor,TF9 2QS,21/09/2024,Express 3,60.48
Regressor,TF9 2QS,21/09/2024,Express 2,63.12
Regressor,TF9 2QS,21/09/2024,Emergency,65.73
Regressor,AB12 5YB,21/09/2024,Standard,66.92
Regressor,AB12 5YB,21/09/2024,Express 5,66.33
Regressor,AB12 5YB,21/09/2024,Express 3,70.95
Regressor,AB12 5YB,21/09/2024,Express 2,91.53
Regressor,AB12 5YB,21/09/2024,Emergency,91.2
Regressor,AB30 1XS,21/09/2024,Standard,72.67
Regressor,AB30 1XS,21/09/2024,Express 5,72.79
Regressor,AB30 1XS,21/09/2024,Express 3,76.1
Regressor,AB30 1XS,21/09/2024,Express 2,76.47
Regressor,AB30 1XS,21/09/2024,Emergency,82.05
Regressor,AB35 5SQ,21/09/2024,Standard,72.85
Regressor,AB35 5SQ,21/09/2024,Express 5,74.33
Regressor,AB35 5SQ,21/09/2024,Express 3,83.07
Regressor,AB35 5SQ,21/09/2024,Express 2,91.63
Regressor,AB35 5SQ,21/09/2024,Emergency,91.21
Regressor,CO10 9QZ,21/09/2024,Standard,56.28
Regressor,CO10 9QZ,21/09/2024,Express 5,61.53
Regressor,CO10 9QZ,21/09/2024,Express 3,71.19
Regressor,CO10 9QZ,21/09/2024,Express 2,84.81
Regressor,CO10 9QZ,21/09/2024,Emergency,89.65
Regressor,CV47 2FE,21/09/2024,Standard,67.97
Regressor,CV47 2FE,21/09/2024,Express 5,66.96
Regressor,CV47 2FE,21/09/2024,Express 3,85.9
Regressor,CV47 2FE,21/09/2024,Express 2,84.95
Regressor,CV47 2FE,21/09/2024,Emergency,86.68
Regressor,DD10 8DS,21/09/2024,Standard,81.41
Regressor,DD10 8DS,21/09/2024,Express 5,83.33
Regressor,DD10 8DS,21/09/2024,Express 3,82.66
Regressor,DD10 8DS,21/09/2024,Express 2,86.64
Regressor,DD10 8DS,21/09/2024,Emergency,88.59
Regressor,DN21 1GD,21/09/2024,Standard,59.33
Regressor,DN21 1GD,21/09/2024,Express 5,58.7
Regressor,DN21 1GD,21/09/2024,Express 3,70.88
Regressor,DN21 1GD,21/09/2024,Express 2,77.61
Regressor,DN21 1GD,21/09/2024,Emergency,90.63
Regressor,EH20 9PX,21/09/2024,Standard,58.86
Regressor,EH20 9PX,21/09/2024,Express 5,63.82
Regressor,EH20 9PX,21/09/2024,Express 3,64.94
Regressor,EH20 9PX,21/09/2024,Express 2,68.04
Regressor,EH20 9PX,21/09/2024,Emergency,78.83
Regressor,IP14 6QA,21/09/2024,Standard,56.53
Regressor,IP14 6QA,21/09/2024,Express 5,58.57
Regressor,IP14 6QA,21/09/2024,Express 3,60.83
Regressor,IP14 6QA,21/09/2024,Express 2,74.97
Regressor,IP14 6QA,21/09/2024,Emergency,79.82
Regressor,KY11 8GH,21/09/2024,Standard,61.18
Regressor,KY11 8GH,21/09/2024,Express 5,64.18
Regressor,KY11 8GH,21/09/2024,Express 3,66.68
Regressor,KY11 8GH,21/09/2024,Express 2,68.72
Regressor,KY11 8GH,21/09/2024,Emergency,78.84
Regressor,KY13 0QQ,21/09/2024,Standard,61.14
Regressor,KY13 0QQ,21/09/2024,Express 5,64.25
Regressor,KY13 0QQ,21/09/2024,Express 3,66.73
Regressor,KY13 0QQ,21/09/2024,Express 2,68.8
Regressor,KY13 0QQ,21/09/2024,Emergency,78.7
Regressor,LE15 9AR,21/09/2024,Standard,56.75
Regressor,LE15 9AR,21/09/2024,Express 5,60.76
Regressor,LE15 9AR,21/09/2024,Express 3,62.93
Regressor,LE15 9AR,21/09/2024,Express 2,64.8
Regressor,LE15 9AR,21/09/2024,Emergency,66.72
Regressor,LE65 1BR,21/09/2024,Standard,51.42
Regressor,LE65 1BR,21/09/2024,Express 5,51.88
Regressor,LE65 1BR,21/09/2024,Express 3,53.45
Regressor,LE65 1BR,21/09/2024,Express 2,55.55
Regressor,LE65 1BR,21/09/2024,Emergency,69.89
Regressor,LL13 0YT,21/09/2024,Standard,51
Regressor,LL13 0YT,21/09/2024,Express 5,53.58
Regressor,LL13 0YT,21/09/2024,Express 3,54.76
Regressor,LL13 0YT,21/09/2024,Express 2,54.88
Regressor,LL13 0YT,21/09/2024,Emergency,57
Regressor,LN13 9RB,21/09/2024,Standard,58.9
Regressor,LN13 9RB,21/09/2024,Express 5,68.9
Regressor,LN13 9RB,21/09/2024,Express 3,76.02
Regressor,LN13 9RB,21/09/2024,Express 2,77.52
Regressor,LN13 9RB,21/09/2024,Emergency,90.63
Regressor,LS22 4JF,21/09/2024,Standard,52.53
Regressor,LS22 4JF,21/09/2024,Express 5,53.63
Regressor,LS22 4JF,21/09/2024,Express 3,55.55
Regressor,LS22 4JF,21/09/2024,Express 2,55.99
Regressor,LS22 4JF,21/09/2024,Emergency,77.15
Regressor,NE18 0AD,21/09/2024,Standard,50.69
Regressor,NE18 0AD,21/09/2024,Express 5,53.3
Regressor,NE18 0AD,21/09/2024,Express 3,54.12
Regressor,NE18 0AD,21/09/2024,Express 2,55.14
Regressor,NE18 0AD,21/09/2024,Emergency,81.94
Regressor,NE19 1TR,21/09/2024,Standard,56.1
Regressor,NE19 1TR,21/09/2024,Express 5,56.91
Regressor,NE19 1TR,21/09/2024,Express 3,58.5
Regressor,NE19 1TR,21/09/2024,Express 2,61.34
Regressor,NE19 1TR,21/09/2024,Emergency,81.94
Regressor,NE61 1YD,21/09/2024,Standard,50.68
Regressor,NE61 1YD,21/09/2024,Express 5,53.57
Regressor,NE61 1YD,21/09/2024,Express 3,54.12
Regressor,NE61 1YD,21/09/2024,Express 2,55.19
Regressor,NE61 1YD,21/09/2024,Emergency,73.08
Regressor,NE66 2BR,21/09/2024,Standard,62.96
Regressor,NE66 2BR,21/09/2024,Express 5,63.94
Regressor,NE66 2BR,21/09/2024,Express 3,64.78
Regressor,NE66 2BR,21/09/2024,Express 2,69.6
Regressor,NE66 2BR,21/09/2024,Emergency,80.3
Regressor,NE71 6RJ,21/09/2024,Standard,62.68
Regressor,NE71 6RJ,21/09/2024,Express 5,62.45
Regressor,NE71 6RJ,21/09/2024,Express 3,66.89
Regressor,NE71 6RJ,21/09/2024,Express 2,67.73
Regressor,NE71 6RJ,21/09/2024,Emergency,72.8
Regressor,NG34 9JN,21/09/2024,Standard,58.1
Regressor,NG34 9JN,21/09/2024,Express 5,61.15
Regressor,NG34 9JN,21/09/2024,Express 3,64.1
Regressor,NG34 9JN,21/09/2024,Express 2,70.26
Regressor,NG34 9JN,21/09/2024,Emergency,73.35
Regressor,NR16 2FG,21/09/2024,Standard,56.47
Regressor,NR16 2FG,21/09/2024,Express 5,57.64
Regressor,NR16 2FG,21/09/2024,Express 3,63.55
Regressor,NR16 2FG,21/09/2024,Express 2,75.03
Regressor,NR16 2FG,21/09/2024,Emergency,79.93
Regressor,NR23 1AB,21/09/2024,Standard,58
Regressor,NR23 1AB,21/09/2024,Express 5,65.52
Regressor,NR23 1AB,21/09/2024,Express 3,70.41
Regressor,NR23 1AB,21/09/2024,Express 2,74.83
Regressor,NR23 1AB,21/09/2024,Emergency,79.94
Regressor,NR30 4AU,21/09/2024,Standard,55.79
Regressor,NR30 4AU,21/09/2024,Express 5,56.66
Regressor,NR30 4AU,21/09/2024,Express 3,58.23
Regressor,NR30 4AU,21/09/2024,Express 2,66.16
Regressor,NR30 4AU,21/09/2024,Emergency,79.94
Regressor,PE12 6BL,21/09/2024,Standard,54.93
Regressor,PE12 6BL,21/09/2024,Express 5,57.7
Regressor,PE12 6BL,21/09/2024,Express 3,60.98
Regressor,PE12 6BL,21/09/2024,Express 2,70.12
Regressor,PE12 6BL,21/09/2024,Emergency,91
Regressor,PE15 0BY,21/09/2024,Standard,56.5
Regressor,PE15 0BY,21/09/2024,Express 5,58.01
Regressor,PE15 0BY,21/09/2024,Express 3,61.87
Regressor,PE15 0BY,21/09/2024,Express 2,62.77
Regressor,PE15 0BY,21/09/2024,Emergency,66.28
Regressor,PE22 0RB,21/09/2024,Standard,56.17
Regressor,PE22 0RB,21/09/2024,Express 5,58.64
Regressor,PE22 0RB,21/09/2024,Express 3,62.06
Regressor,PE22 0RB,21/09/2024,Express 2,77.7
Regressor,PE22 0RB,21/09/2024,Emergency,78.89
Regressor,PE33 9NP,21/09/2024,Standard,56.51
Regressor,PE33 9NP,21/09/2024,Express 5,57.78
Regressor,PE33 9NP,21/09/2024,Express 3,62.03
Regressor,PE33 9NP,21/09/2024,Express 2,64
Regressor,PE33 9NP,21/09/2024,Emergency,64.77
Regressor,PE34 4PG,21/09/2024,Standard,56.64
Regressor,PE34 4PG,21/09/2024,Express 5,57.8
Regressor,PE34 4PG,21/09/2024,Express 3,61.92
Regressor,PE34 4PG,21/09/2024,Express 2,63.97
Regressor,PE34 4PG,21/09/2024,Emergency,64.71
Regressor,SY21 8SS,21/09/2024,Standard,56.17
Regressor,SY21 8SS,21/09/2024,Express 5,57.31
Regressor,SY21 8SS,21/09/2024,Express 3,59.66
Regressor,SY21 8SS,21/09/2024,Express 2,63.17
Regressor,SY21 8SS,21/09/2024,Emergency,63.96
Regressor,TD15 2TB,21/09/2024,Standard,59.15
Regressor,TD15 2TB,21/09/2024,Express 5,64.27
Regressor,TD15 2TB,21/09/2024,Express 3,60.43
Regressor,TD15 2TB,21/09/2024,Express 2,61.59
Regressor,TD15 2TB,21/09/2024,Emergency,63.01
Regressor,WR15 8TH,21/09/2024,Standard,56.54
Regressor,WR15 8TH,21/09/2024,Express 5,56.48
Regressor,WR15 8TH,21/09/2024,Express 3,88.09
Regressor,WR15 8TH,21/09/2024,Express 2,88.6
Regressor,WR15 8TH,21/09/2024,Emergency,88.75
Regressor,YO17 6YB,21/09/2024,Standard,56.47
Regressor,YO17 6YB,21/09/2024,Express 5,56.63
Regressor,YO17 6YB,21/09/2024,Express 3,57.37
Regressor,YO17 6YB,21/09/2024,Express 2,58.1
Regressor,YO17 6YB,21/09/2024,Emergency,81.92
Regressor,YO21 3SR,21/09/2024,Standard,52.85
Regressor,YO21 3SR,21/09/2024,Express 5,52.83
Regressor,YO21 3SR,21/09/2024,Express 3,53.61
Regressor,YO21 3SR,21/09/2024,Express 2,53.86
Regressor,YO21 3SR,21/09/2024,Emergency,75.92
Regressor,B461JQ,20/09/2024,Standard,50.74
Regressor,B461JQ,20/09/2024,Express 5,51.23
Regressor,B461JQ,20/09/2024,Express 3,54.03
Regressor,B461JQ,20/09/2024,Express 2,55.56
Regressor,B461JQ,20/09/2024,Emergency,61.54
Regressor,B95 5NN,20/09/2024,Standard,53.91
Regressor,B95 5NN,20/09/2024,Express 5,54.41
Regressor,B95 5NN,20/09/2024,Express 3,54.65
Regressor,B95 5NN,20/09/2024,Express 2,59.17
Regressor,B95 5NN,20/09/2024,Emergency,67.34
Regressor,CH2 1LE,20/09/2024,Standard,54.66
Regressor,CH2 1LE,20/09/2024,Express 5,55.61
Regressor,CH2 1LE,20/09/2024,Express 3,55.5
Regressor,CH2 1LE,20/09/2024,Express 2,56.15
Regressor,CH2 1LE,20/09/2024,Emergency,60.47
Regressor,CV2 1AA,20/09/2024,Standard,71.92
Regressor,CV2 1AA,20/09/2024,Express 5,63.77
Regressor,CV2 1AA,20/09/2024,Express 3,71.41
Regressor,CV2 1AA,20/09/2024,Express 2,72.28
Regressor,CV2 1AA,20/09/2024,Emergency,71.99
Regressor,DD8 1SJ,20/09/2024,Standard,83.34
Regressor,DD8 1SJ,20/09/2024,Express 5,83.33
Regressor,DD8 1SJ,20/09/2024,Express 3,82.58
Regressor,DD8 1SJ,20/09/2024,Express 2,86.84
Regressor,DD8 1SJ,20/09/2024,Emergency,88.51
Regressor,FK3 9UT,20/09/2024,Standard,62.07
Regressor,FK3 9UT,20/09/2024,Express 5,64.88
Regressor,FK3 9UT,20/09/2024,Express 3,67.2
Regressor,FK3 9UT,20/09/2024,Express 2,69.3
Regressor,FK3 9UT,20/09/2024,Emergency,73.89
Regressor,FK7 8HA,20/09/2024,Standard,67.66
Regressor,FK7 8HA,20/09/2024,Express 5,67.61
Regressor,FK7 8HA,20/09/2024,Express 3,71.74
Regressor,FK7 8HA,20/09/2024,Express 2,74.84
Regressor,FK7 8HA,20/09/2024,Emergency,78.18
Regressor,HU2 0LL,20/09/2024,Standard,57.42
Regressor,HU2 0LL,20/09/2024,Express 5,57.46
Regressor,HU2 0LL,20/09/2024,Express 3,57.96
Regressor,HU2 0LL,20/09/2024,Express 2,58.86
Regressor,HU2 0LL,20/09/2024,Emergency,90.63
Regressor,KY3 9YE,20/09/2024,Standard,62.13
Regressor,KY3 9YE,20/09/2024,Express 5,64.33
Regressor,KY3 9YE,20/09/2024,Express 3,66.6
Regressor,KY3 9YE,20/09/2024,Express 2,68.75
Regressor,KY3 9YE,20/09/2024,Emergency,79.07
